Circuit,Upstream_Equipment_Number,Upstream_Equipment_ID,Downstream_Equipment_Number,Downstream_Equipment_ID,Check_Type,Phase_Note,Ground_Note
67531206,67531206,DEFAULT_BREAKER,169046431,K_25A,Breaker-Fuse,"Phase downstream: i=5254.0 (log10=3.7205) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=5690.0 (log10=3.7551) is outside the data range [10^1.7717, 10^3.4144]."
67551202,67551202,DEFAULT_BREAKER,38936624,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551202,67551202,DEFAULT_BREAKER,38926537,K_25A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551202,67551202,DEFAULT_BREAKER,3N2_38918426,K_25A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551202,67551202,DEFAULT_BREAKER,3N2_38925086,K_25A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551202,67551202,DEFAULT_BREAKER,2N11-3_39010819,VPST_800A,Breaker-Recloser,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,38924109,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,38930821,K_25A,5HF7_38921667,K_25A,Fuse-Fuse,,"Ground upstream: i=1930.0 (log10=3.2856) is outside the data range [10^1.6981, 10^3.0549]."
67551204,67551204,DEFAULT_BREAKER,20J7_38930073,K_100A,Breaker-Fuse,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,2B4Q19_38928246,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,38920445,T_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,20J4_38935440,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,20J1_38931859,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,38920445,T_80A,38924467,K_20A,Fuse-Fuse,,"Ground downstream: i=2324.0 (log10=3.3662) is outside the data range [10^1.6881, 10^3.3354]."
67551204,67551204,DEFAULT_BREAKER,38928120,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,38928056,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,38930821,K_25A,5HF7_38928816,K_25A,Fuse-Fuse,,"Ground upstream: i=1930.0 (log10=3.2856) is outside the data range [10^1.6981, 10^3.0549]."
67551204,67551204,DEFAULT_BREAKER,20J8_38926029,K_100A,Breaker-Fuse,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,407238736,K_65A,Breaker-Fuse,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,38934984,K_25A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,H14_650684384,TRIPSAVER_II_200A,38932572,K_25A,TripSaver-Fuse,,"Ground downstream: i=3026.0 (log10=3.4809) is outside the data range [10^1.7717, 10^3.4144]."
67551204,67551204,DEFAULT_BREAKER,38919976,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,7H3_38930805,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,38929808,K_25A,38920132,K_65A,Fuse-Fuse,,"Ground upstream: i=1362.0 (log10=3.1342) is outside the data range [10^1.6981, 10^3.0549]."
67551204,67551204,DEFAULT_BREAKER,20J6_786344077,T_80A,Breaker-Fuse,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,7HB_38931177,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67551204,407238736,K_65A,411515575,K_25A,Fuse-Fuse,"Phase downstream: i=2642.0 (log10=3.4219) is outside the data range [10^1.7717, 10^3.4144].",
67551204,67551204,DEFAULT_BREAKER,7H2_650684373,TRIPSAVER_II_200A,Breaker-TripSaver,,Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,H14_650684384,TRIPSAVER_II_200A,Breaker-TripSaver,,Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,20J8_671161181,TRIPSAVER_II_200A,Breaker-TripSaver,,Ground upstream: Relay setting error ('CTR')
67551204,67551204,DEFAULT_BREAKER,7H14_650684379,TRIPSAVER_II_100A,Breaker-TripSaver,,Ground upstream: Relay setting error ('CTR')
